来源页面	站外链接	标题
https://www.sm.gov.cn/smsrmzfbgs/smsrmzf/zfxxgkml/ghjh/202208/t20220805_1815248.htm	file:///C:/Users/Administrator/Desktop/20220805/%E6%98%8E%E6%94%BF%E5%8A%9E%E3%80%942022%E3%80%9536%E5%8F%B7%EF%BC%88%E5%85%B3%E4%BA%8E%E5%8D%B0%E5%8F%91%E4%B8%89%E6%98%8E%E5%B8%82%E2%80%9C%E5%8D%81%E5%9B%9B%E4%BA%94%E2%80%9D%E6%95%B0%E5%AD%97%E4%B8%89%E6%98%8E%E5%BB%BA%E8%AE%BE%E4%B8%93%E9%A1%B9%E8%A7%84%E5%88%92%E7%9A%84%E9%80%9A%E7%9F%A5%EF%BC%89.doc#_Toc100131757	第一节 深化管理 体 制改革
https://www.sm.gov.cn/smsrmzfbgs/smsrmzf/zfxxgkml/ghjh/202208/t20220805_1815248.htm	file:///C:/Users/Administrator/Desktop/20220805/%E6%98%8E%E6%94%BF%E5%8A%9E%E3%80%942022%E3%80%9536%E5%8F%B7%EF%BC%88%E5%85%B3%E4%BA%8E%E5%8D%B0%E5%8F%91%E4%B8%89%E6%98%8E%E5%B8%82%E2%80%9C%E5%8D%81%E5%9B%9B%E4%BA%94%E2%80%9D%E6%95%B0%E5%AD%97%E4%B8%89%E6%98%8E%E5%BB%BA%E8%AE%BE%E4%B8%93%E9%A1%B9%E8%A7%84%E5%88%92%E7%9A%84%E9%80%9A%E7%9F%A5%EF%BC%89.doc#_Toc100131758	第二节 强化财政与金融支持
https://www.sm.gov.cn/smsrmzfbgs/smsrmzf/zfxxgkml/ghjh/202208/t20220805_1815248.htm	file:///C:/Users/Administrator/Desktop/20220805/%E6%98%8E%E6%94%BF%E5%8A%9E%E3%80%942022%E3%80%9536%E5%8F%B7%EF%BC%88%E5%85%B3%E4%BA%8E%E5%8D%B0%E5%8F%91%E4%B8%89%E6%98%8E%E5%B8%82%E2%80%9C%E5%8D%81%E5%9B%9B%E4%BA%94%E2%80%9D%E6%95%B0%E5%AD%97%E4%B8%89%E6%98%8E%E5%BB%BA%E8%AE%BE%E4%B8%93%E9%A1%B9%E8%A7%84%E5%88%92%E7%9A%84%E9%80%9A%E7%9F%A5%EF%BC%89.doc#_Toc100131759	第三节 推进政策与标准规范建设 4 5
https://www.sm.gov.cn/smsrmzfbgs/smsrmzf/zfxxgkml/ghjh/202208/t20220805_1815248.htm	file:///C:/Users/Administrator/Desktop/20220805/%E6%98%8E%E6%94%BF%E5%8A%9E%E3%80%942022%E3%80%9536%E5%8F%B7%EF%BC%88%E5%85%B3%E4%BA%8E%E5%8D%B0%E5%8F%91%E4%B8%89%E6%98%8E%E5%B8%82%E2%80%9C%E5%8D%81%E5%9B%9B%E4%BA%94%E2%80%9D%E6%95%B0%E5%AD%97%E4%B8%89%E6%98%8E%E5%BB%BA%E8%AE%BE%E4%B8%93%E9%A1%B9%E8%A7%84%E5%88%92%E7%9A%84%E9%80%9A%E7%9F%A5%EF%BC%89.doc#_Toc100131760	第四节 构建数字经 济 创新生态体系 4
https://www.sm.gov.cn/smsrmzfbgs/smsrmzf/zfxxgkml/ghjh/202208/t20220805_1815248.htm	file:///C:/Users/Administrator/Desktop/20220805/%E6%98%8E%E6%94%BF%E5%8A%9E%E3%80%942022%E3%80%9536%E5%8F%B7%EF%BC%88%E5%85%B3%E4%BA%8E%E5%8D%B0%E5%8F%91%E4%B8%89%E6%98%8E%E5%B8%82%E2%80%9C%E5%8D%81%E5%9B%9B%E4%BA%94%E2%80%9D%E6%95%B0%E5%AD%97%E4%B8%89%E6%98%8E%E5%BB%BA%E8%AE%BE%E4%B8%93%E9%A1%B9%E8%A7%84%E5%88%92%E7%9A%84%E9%80%9A%E7%9F%A5%EF%BC%89.doc#_Toc100131761	第五节 壮大信息科技人 才 队伍 4
https://www.sm.gov.cn/zw/gsgg/qt_5599/202604/t20260407_2200565.htm	https://smpth.dttpay.cn/?codeId=213500299&examId=36663	https://smpth.dttpay.cn?codeId=213500299&examId=36663
https://www.sm.gov.cn/zw/gsgg/qt_5599/202604/t20260407_2200565.htm	file:///C:/Users/Administrator/Desktop/4.7%E4%B8%89%E6%98%8E%E5%B8%82%E6%99%AE%E9%80%9A%E8%AF%9D%E6%B5%8B%E8%AF%95%E7%AB%99%E5%85%B3%E4%BA%8E%E5%BC%80%E5%B1%952026%E5%B9%B46%E6%9C%88%E6%99%AE%E9%80%9A%E8%AF%9D%E6%B0%B4%E5%B9%B3%E6%B5%8B%E8%AF%95%E7%9A%84%E9%80%9A%E7%9F%A5%EF%BC%88%E6%8C%82%E7%BD%91%EF%BC%89.docx#/documents-print	https://bm.cltt.org/#/documents-print
https://www.sm.gov.cn/zw/gsgg/qt_5599/202604/t20260407_2200565.htm	http://www.cltt.org/	http://www.cltt.org
https://www.sm.gov.cn/smsrmzfbgs/smsrmzf/zfxxgkml_2/ghjh/201704/t20170411_663508.htm	http://www.askci.com/reports/index199.html	投资
https://www.sm.gov.cn/zw/zfxxgkzdgz/jy/czjy/202108/t20210803_1689992.htm	https://baike.baidu.com/item/%E9%83%BD%E5%AF%AE%E6%9D%91	都寮村
https://www.sm.gov.cn/zw/zfxxgkzdgz/jy/czjy/202108/t20210803_1689992.htm	https://baike.baidu.com/item/%E7%A4%BE%E8%83%8C%E6%9D%91	社背村
https://www.sm.gov.cn/zw/zfxxgkzdgz/jy/zyxjy_1103/202206/t20220624_1800271.htm	http://www.eeafj.cn	www.eeafj.cn
https://www.sm.gov.cn/zw/zfxxgkzdgz/jy/zyxjy_1103/202111/t20211103_1723706.htm	http://121.207.226.137:8082/2013/fjzk_gg.php?n=txlzkz	须做核酸检测的 考生领取准考证地址 和 联系电话
https://www.sm.gov.cn/zw/zfxxgkzdgz/jy/zyxjy_1103/202111/t20211103_1723722.htm	https://yz.chsi.com.cn/	https://yz.chsi.com.cn
https://www.sm.gov.cn/zw/zfxxgkzdgz/jy/gzjy/202106/t20210607_1671995.htm	https://www.eeafj.cn/gkptgkgsgg/20210522/11113.html	福建省教育考试考生健康申明卡及安全考试承诺书
https://www.sm.gov.cn/zw/zfxxgkzdgz/jy/gzjy/202203/t20220307_1763005.htm	https://www.eeafj.cn/	www.eeafj.cn
https://www.sm.gov.cn/zw/zfxxgkzdgz/jy/gzjy/202112/t20211201_1732756.htm	https://www.eeafj.cn/ptgzxkgsgg/20211111/11628.html	《福建省教育厅关于做好2022年1月普通高中学业水平合格性考试报名工作的通知》
https://www.sm.gov.cn/smsrmzfbgs/smsrmzf/zfxxgkml/ghjh/202201/t20220114_1749592.htm	https://www.qixin.com/company/3173b156-5aab-4755-a96d-1397054e04fd	福建三明海中环保科技有限责任公司
https://www.sm.gov.cn/inc/yysjds/	https://www.fjbigdata.com.cn/	
http://mzj.sm.gov.cn/jgkk/	http://wmf.fjsen.com/	福建文明风网站
http://smkj.sm.gov.cn/jggk/	http://220.160.52.252:8081/leader.do	福建省科技成果转移转化公共服务平台
http://smmz.sm.gov.cn/jggk/	http://www.mzb.com.cn/	中国民族宗教网
http://shb.sm.gov.cn/jgjj/	http://1.202.247.200/netreport/netreport/index/	12345举报热线
http://zjj.sm.gov.cn/gkxx/	https://www.celoan.cn/?city=Sanming	全国中小企业融资综合信用服务平台
http://smsl.sm.gov.cn/gkxx/	http://www.admaimai.com/newspaper/Detail10_603.htm	三明日报
http://smsl.sm.gov.cn/gkxx/	http://fjsm.wenming.cn/	市文明办
http://smsl.sm.gov.cn/gkxx/	http://www.smcdc.com/	市疾病控制中心
http://smsl.sm.gov.cn/gkxx/	http://www.ms0598.com/	市工商联
http://wlj.sm.gov.cn/wlgkxx/	http://mxn.114travel.cn/	闽西南旅游网
http://wlj.sm.gov.cn/wlgkxx/	http://220.160.52.134:8081/PrintManagement/	福建省印刷发行行业管理系统
http://wlj.sm.gov.cn/wlgkxx/	http://www.fjsmlib.cn/	三明市图书馆
http://wlj.sm.gov.cn/wlgkxx/	http://www.smysg.com	三明市艺术馆
http://smsgzw.sm.gov.cn/gzgk/	http://smtzjt.cn	三明市投资发展集团有限公司
http://smsgzw.sm.gov.cn/gzgk/	http://www.smctjt.com/	三明市城市建设发展集团有限公司
http://smsgzw.sm.gov.cn/gzgk/	http://www.fjyjjt.com/	福建一建集团有限公司
http://smsgzw.sm.gov.cn/gzgk/	http://www.smsxairport.com/	福建三明机场发展集团有限公司
http://smsgzw.sm.gov.cn/gzgk/	http://www.fjdnadi.com/	福建东南设计集团有限公司
http://smsgzw.sm.gov.cn/gzgk/	https://www.smwljt.com/	三明市文化旅游建设发展集团有限公司
http://smsgzw.sm.gov.cn/gzgk/	http://www.smwuzi.com/	三明市物资集团有限公司
http://smsgzw.sm.gov.cn/gzgk/	http://www.fjsmgj.com/	三明市交运集团有限公司
http://smsgzw.sm.gov.cn/gzgk/	https://www.smlqjt.com/	三明市路桥集团有限公司
http://smstyj.sm.gov.cn/gkxx/	http://sports.fjsen.com/	海峡体育网
http://smstyj.sm.gov.cn/gkxx/	http://www.smsltx.com/	三明市老年人体育工作中心
http://smsgzw.sm.gov.cn/gqggfwzy/rq/	http://www.smsxairport.com/pages_2/	航班时刻
http://smsgzw.sm.gov.cn/gqggfwzy/rq/	https://www.smjyjt.com.cn/a/jingpinfuwuxin/gongjiaofuwu/index.html	公交客运
http://www.sm.gov.cn/zw/zfxxgkzdgz/jy/xgxx/202203/t20220307_1763033.htm	http://mp.weixin.qq.com/s?__biz=MjM5NTA1NjE3NQ==&mid=2649883987&idx=1&sn=8d0fc6109b36dff481ad260885dead7c&chksm=bef8fa13898f73058d1c618120f6776b070bc287757a82e17c8794f4ebdfc4b3b9dda81a2baf&scene=21#wechat_redirect	《 综合防控儿童青少年近视实施方案 》
http://www.sm.gov.cn/zw/zfxxgkzdgz/jy/xgxx/202203/t20220307_1763033.htm	http://mp.weixin.qq.com/s?__biz=MjM5NTA1NjE3NQ==&mid=2649966018&idx=1&sn=0cff443a6d4fc05f5aa7c2b584e52ea1&chksm=bef9ba82898e33940cd53230f5167c139108ac6efce01376eb8c61dc82452010c40d1e8df038&scene=21#wechat_redirect	儿童青少年近视防控光明行动工作方案（2021–2025年）
http://rsj.sm.gov.cn/xxgk/tzgg/202507/t20250731_2143284.htm	http://www.smswdx.cn/doc/release?resourceId=dc688b2a540b7fd&resourceType=3	http://www.smswdx.cn/doc/release?resourceId=dc688b2a540b7fd&resourceType=3
http://rsj.sm.gov.cn/xxgk/tzgg/202405/t20240527_2029019.htm	http://www.smnet.com.xn--cn)-0y9d49h99eqlr63w./	向社会发布
http://rsj.sm.gov.cn/xxgk/rsrc/gkzp/201606/t20160615_323020.htm	http://www.smrsks.com/	www.smrsks.com
http://rsj.sm.gov.cn/xxgk/rsrc/gkzp/201606/t20160622_335357.htm	http://www.smbys.com/	www.smbys.com
http://smsnyj.sm.gov.cn/szfgzjg/nyj/zfxxgkml/tayablqk/201906/t20190610_1306020.htm	http://www.baidu.com/link?url=5dWzglB3JoCXuGW5o0kUyh78LTdsCaVNDfJI_u6LFu6dlfnYj4IjcY43euFn6tXc4bq-T1_erAJXAxZ5cYFsS_	完善 培训 机制, 加快人才培育
http://smsnyj.sm.gov.cn/szfgzjg/nyj/zfxxgkml/tayablqk/201906/t20190610_1306020.htm	http://www.baidu.com/link?url=OeswP4xo7xFsHYRykSBwoMGK2IjIUHEy8VV6fI310ePI6jCv_rgNgdwUk1elKMxXreP-ram3WGn5FF8GArJFnHrbpUqak12AL6HrxqmNNpi	坚持加大投入, 强化资金支持
http://smsnyj.sm.gov.cn/szfgzjg/nyj/zfxxgkml/tayablqk/201806/t20180611_1151665.htm	https://baike.baidu.com/item/%E9%9B%86%E4%BD%93%E7%BB%8F%E6%B5%8E	集体经济
http://smsnyj.sm.gov.cn/szfgzjg/nyj/zfxxgkml/tayablqk/201806/t20180611_1151665.htm	https://baike.baidu.com/item/%E4%BA%A7%E6%9D%83%E5%88%B6%E5%BA%A6	产权制度
http://smsnyj.sm.gov.cn/szfgzjg/nyj/zfxxgkml/tayablqk/201805/t20180525_1140551.htm	https://fujian.tuliu.com/gongying/	福建省
https://www.sm.gov.cn/szfgzjg/ylbzj/zfxxgkml/qtzdgkxx_1118/202404/t20240416_2018001.htm	https://zk.cn-healthcare.com/doc-show-59649.html	公立医院
http://smsnyj.sm.gov.cn/szfgzjg/nyj/zfxxgkml/tayablqk/202006/t20200615_1541271.htm	https://www.so.com/link?m=afjLiaK8AzyYWmU0Wo7/pYYXVAWLF11umtunqpvTq4c6tXXJckU1r2j40kzTtGpnrCfQ3W4kn+L3teiWIT77DX4PM6uUnD4WpW8Awa0Sp27Iz+N05dkepI277eYY9wifc4V0eb3mEkmqBibAvYz2ocetZGV6yyrj4FiKbLp3DH9cYdKhT7MUmQe2c8sSEk8i9a+PnEbnezoAr79XKr/3oOSEIugIhcoUA+iUr5YTPIIDUWM1sVdhX3kROafv+rww32sGLM/8kKYDIxSuOoxDecr9lTsddJTk9z+78tp+gwTrTAXXwipFcjVxQdkSpxuL6qbZMrQ==	凝聚攻坚合力，构建社会扶贫大格局
http://smsnyj.sm.gov.cn/szfgzjg/nyj/zfxxgkml/tayablqk/201806/t20180611_1151713.htm	https://www.baidu.com/s?wd=%E8%A1%97%E9%81%93%E5%8A%9E&tn=44039180_cpr&fenlei=mv6quAkxTZn0IZRqIHckPjm4nH00T1Y3ryNWuW-bn1m3nyPBmyR10ZwV5Hcvrjm3rH6sPfKWUMw85HfYnjn4nH6sgvPsT6KdThsqpZwYTjCEQLGCpyw9Uz4Bmy-bIi4WUvYETgN-TLwGUv3EP1mLnHnzPHD	街道办
http://smjy.sm.gov.cn/szfgzjg/jyj/zfxxgkml/jytablgz/201706/t20170602_719075.htm	http://baike.baidu.com/view/3487.htm	网络
http://www.sm.gov.cn/zw/zfxxgkzdgz/ylws/jbyf/jbyf/202008/t20200824_1563084.htm	http://rmjk.people-health.cn/api3?execution=message&topic_id=7612	老年健康教育科普视频
http://smsnyj.sm.gov.cn/szfgzjg/nyj/zfxxgkml/rsglgbfprmjsjcdqkzcppgwyksly/201801/t20180129_1077006.htm	http://baike.baidu.com/view/3137381.htm	突发
http://smsnyj.sm.gov.cn/szfgzjg/nyj/zfxxgkml/rsglgbfprmjsjcdqkzcppgwyksly/201801/t20180129_1077006.htm	http://baike.baidu.com/view/1770282.htm	预防
http://smsnyj.sm.gov.cn/szfgzjg/nyj/zfxxgkml/rsglgbfprmjsjcdqkzcppgwyksly/201801/t20180129_1077006.htm	http://baike.baidu.com/subview/39487/5131813.htm	突发事件
http://smsnyj.sm.gov.cn/szfgzjg/nyj/zfxxgkml/rsglgbfprmjsjcdqkzcppgwyksly/201801/t20180129_1077006.htm	http://baike.baidu.com/view/1570184.htm	食用
http://www.sm.gov.cn/zw/ztzl/shyywstzgg/mtbd/202010/t20201016_1579660.htm	http://www.xinhuanet.com/politics/leaders/2020-10/15/c_1126614978.htm	习近平：在全国抗击新冠肺炎疫情表彰大会上的讲话
http://www.sm.gov.cn/zw/zwxx/szyw/202409/t20240930_2065480.htm	https://mp.weixin.qq.com/s/ax08733FFUOx4I3LWX4h9A	《推动大规模设备更新和消费品以旧换新行动方案》
http://www.sm.gov.cn/zw/zwxx/szyw/202409/t20240930_2065480.htm	https://mp.weixin.qq.com/s?__biz=MzA4MDA0MzcwMA==&mid=2652684921&idx=1&sn=23d350a052133ca3135469acb4766066&chksm=844229a2b335a0b429c5b8753f1b07233ee53f08b5e8cccc988c46dd846ddf3cca39cfdb6791&scene=21#wechat_redirect	《关于加力支持大规模设备更新和消费品以旧换新的若干措施》
http://www.sm.gov.cn/zw/zwxx/szyw/202409/t20240930_2065480.htm	https://mp.weixin.qq.com/s?__biz=MzA4MDA0MzcwMA==&mid=2652689678&idx=1&sn=7acf8945e2f1649458e678d7db15e8ee&chksm=84423ed5b335b7c3e58578865b14d985c40683bf9e4464c59063470a56619d706eb1d4d7e9c8&scene=21#wechat_redirect	补贴翻倍，范围扩大！电动自行车、家电、农机等换新补贴大全
http://www.sm.gov.cn/zw/zwxx/szyw/202409/t20240930_2065480.htm	https://mp.weixin.qq.com/s?__biz=MzA4MDA0MzcwMA==&mid=2652690925&idx=1&sn=e36b83899825ad7d3782d0f6a2e16327&chksm=84423236b335bb20ac5e8e7d92f27b0a9c2a9d6008c064294adce027c1fa83b3fd49c48a14c6&scene=21#wechat_redirect	工业重点行业领域设备更新和技术改造指南
http://www.sm.gov.cn/zw/zwxx/szyw/202409/t20240930_2065480.htm	https://mp.weixin.qq.com/s?__biz=MzA5MzE5NzEwOA==&mid=2651911153&idx=1&sn=4966a4b7d127c3b85d0ed7e80898cd7d&scene=21#wechat_redirect	交通运输老旧营运船舶报废更新补贴实施细则
http://www.sm.gov.cn/zw/zwxx/szyw/202409/t20240930_2065480.htm	https://mp.weixin.qq.com/s?__biz=MzA5MzE5NzEwOA==&mid=2651910902&idx=1&sn=10bbdbfa5e620f854d8d41ccc82e369f&scene=21#wechat_redirect	实施老旧营运货车报废更新的通知
http://www.sm.gov.cn/zw/zwxx/szyw/202409/t20240930_2065480.htm	https://mp.weixin.qq.com/s?__biz=MzA5MzE5NzEwOA==&mid=2651910920&idx=1&sn=ce7ac9163a131adc84df6457508d3e2a&scene=21#wechat_redirect	新能源城市公交车及动力电池更新补贴实施细则
http://www.sm.gov.cn/zw/zwxx/szyw/202409/t20240930_2065480.htm	https://mp.weixin.qq.com/s?__biz=Mzg5OTUzOTMyNQ==&mid=2247487865&idx=1&sn=ff7fef04dc3015ebd05cad8a729f77ec&scene=21#wechat_redirect	加大工作力度持续实施好农业机械报废更新补贴政策
http://www.sm.gov.cn/zw/zwxx/szyw/202409/t20240930_2065480.htm	https://mp.weixin.qq.com/s?__biz=MzA4MDA0MzcwMA==&mid=2652686972&idx=1&sn=0194bbfe76ec30511225f20f5f4b3b83&chksm=844221a7b335a8b118d86d6fa3468a85c1f3d2250b0f239813ebb93e95dd31e4e0df9259e7e9&scene=21#wechat_redirect	补贴更高！汽车以旧换新最新通知
http://www.sm.gov.cn/zw/zwxx/szyw/202409/t20240930_2065480.htm	https://mp.weixin.qq.com/s?__biz=MzA4MDA0MzcwMA==&mid=2652687706&idx=1&sn=7768273c2e241cbbff954885bb473ced&chksm=84422681b335af970c979d91e032287d32bde0e38690f900f8ab7f117b7e1189af55bd314eb8&scene=21#wechat_redirect	最高补贴2000元，家电以旧换新来了
http://www.sm.gov.cn/zw/zwxx/szyw/202409/t20240930_2065480.htm	https://mp.weixin.qq.com/s?__biz=MzA4MDA0MzcwMA==&mid=2652688368&idx=1&sn=67038d8a55e8962ecc02ee2ecc83d8f0&chksm=8442242bb335ad3d872690dabc6e65fe45debffd17dcae6b2163d43936ad980d48f8192a234e&scene=21#wechat_redirect	电动自行车以旧换新
https://www.sm.gov.cn/zw/ztzl/hysyzchz/	https://www.smzqztc.com/index/home/index.html	政企直通车 点击进入
http://www.sm.gov.cn/zw/ztzl/xxgcddsjdjs/	http://jhsjk.people.cn/	
http://www.sm.gov.cn/zw/ztzl/xxgcddsjdjs/	http://www.xinhuanet.com/politics/xxjxs/	
https://www.sm.gov.cn/zw/ztzl/myjjzhfwpt/	https://www.smrcw.org.cn/shenbao.html	人才服务 点击进入 >
https://www.sm.gov.cn/inc/hgbm/	https://match.ichunqiu.com/hmgs4	前往参赛
http://tjj.sm.gov.cn/ztzl/smsdwcjjpc/	https://mp.weixin.qq.com/s/dYUR-4TMBomOqx7rzjQKXQ	五经普丨理清普查业务流程，这张长图务必收藏！
http://tjj.sm.gov.cn/ztzl/smsdwcjjpc/	https://mp.weixin.qq.com/s/9K9nbmBtD2uqTCevh0L1xQ	转发收藏！一张长图带你揭秘“五经普”这些新变化！
http://tjj.sm.gov.cn/ztzl/smsdwcjjpc/	https://mp.weixin.qq.com/s/0J93Xd1_EpbV1PybXTiR-A	【统计微课堂】带您了解五经普投入产出调查
http://tjj.sm.gov.cn/ztzl/smsdwcjjpc/	https://mp.weixin.qq.com/s/JxNoivrR05wMRLQk5A7tSg	第五次全国经济普查怎么干？一图读懂普查方案！
http://tjj.sm.gov.cn/ztzl/smsdwcjjpc/	https://mp.weixin.qq.com/s/jp6tlDn7iX6GFwxiOSeqiQ	转发走起！这组“五经普”海报来霸屏
http://tjj.sm.gov.cn/ztzl/smsdwcjjpc/	https://weibo.com/tv/show/1034:4950233323601967?from=old_pc_videoshow	相约经济大普查
http://tjj.sm.gov.cn/ztzl/smsdwcjjpc/	https://mp.weixin.qq.com/s/NH0nXzJm-jWUsYLTYa0FTQ	【各地话经普】五经普+山歌+黄梅戏，这首歌想唱给...
http://tjj.sm.gov.cn/ztzl/smsdwcjjpc/	https://mp.weixin.qq.com/s/SU7uGOMW35OgqcIvnpk9hA?poc_token=HOVUXWWjJWiCC1U3J8nqOAftFZ0htOnUEZgEXq7c	五经普丨360 行，行行来报“到”！制造业从业者这样说
http://tjj.sm.gov.cn/ztzl/smsdwcjjpc/	https://mp.weixin.qq.com/s/S34yq7phLU1zfl3R2vdD9w	五经普丨360 行，行行来报“到”！非遗传承人集结
http://tjj.sm.gov.cn/ztzl/smsdwcjjpc/	https://mp.weixin.qq.com/s/XRfECRiLK4UoRCTCfTqJKw	五经普丨360 行，行行来报“到”！服务业百花齐放
http://tjj.sm.gov.cn/ztzl/smsdwcjjpc/	https://mp.weixin.qq.com/s/0t3qZp2AwCh2VdoCP2kxHQ	五经普 | 360行，行行来报“到”！个体经营户来打c...
https://www.sm.gov.cn/zw/ztzl/smszfgjjzt/	https://sm.fjszgjj.com/wsyyt/	办事大厅
https://www.sm.gov.cn/zw/ztzl/smszfgjjzt/	https://sm.fjszgjj.com/wsyyt/printVerifierNew.html	证明核验
https://www.sm.gov.cn/zw/ztzl/smszfgjjzt/	http://www.shzfgjj.cn	上海住房公积金网
http://tjj.sm.gov.cn/ztzl/d7crkpc/	http://www.xinhuanet.com/2020-11/02/c_1126688814.htm	习近平：切实做好第七次全国人口普查工作 为高质量发展提供准确统计信息支持
